Ch1_X	Ch1_Y	Ch1_Z	Ch1_phi	Ch1_theta	Ch1_RMS	Ch1_Extra	Ch2_X	Ch2_Y	Ch2_Z	Ch2_phi	Ch2_theta	Ch2_RMS	Ch2_Extra	Ch3_X	Ch3_Y	Ch3_Z	Ch3_phi	Ch3_theta	Ch3_RMS	Ch3_Extra	Ch4_X	Ch4_Y	Ch4_Z	Ch4_phi	Ch4_theta	Ch4_RMS	Ch4_Extra	Ch5_X	Ch5_Y	Ch5_Z	Ch5_phi	Ch5_theta	Ch5_RMS	Ch5_Extra	Ch6_X	Ch6_Y	Ch6_Z	Ch6_phi	Ch6_theta	Ch6_RMS	Ch6_Extra	Ch7_X	Ch7_Y	Ch7_Z	Ch7_phi	Ch7_theta	Ch7_RMS	Ch7_Extra	Ch8_X	Ch8_Y	Ch8_Z	Ch8_phi	Ch8_theta	Ch8_RMS	Ch8_Extra	Ch9_X	Ch9_Y	Ch9_Z	Ch9_phi	Ch9_theta	Ch9_RMS	Ch9_Extra	Ch10_X	Ch10_Y	Ch10_Z	Ch10_phi	Ch10_theta	Ch10_RMS	Ch10_Extra	Ch11_X	Ch11_Y	Ch11_Z	Ch11_phi	Ch11_theta	Ch11_RMS	Ch11_Extra	Ch12_X	Ch12_Y	Ch12_Z	Ch12_phi	Ch12_theta	Ch12_RMS	Ch12_Extra
80.37	28.40	-9.72	86.82	0.50	7.63	0.00	-49.05	86.91	-40.19	131.57	47.76	6.54	0.00	-30.66	-45.94	-41.02	45.69	-64.70	4.97	0.00	26.13	22.28	-52.49	88.45	17.83	10.51	0.00	42.40	24.76	-64.10	113.84	12.86	7.70	0.00	57.06	25.70	-77.86	72.96	22.64	1.85	0.00	79.57	27.71	-84.62	-87.33	-2.09	2.52	0.00	87.57	28.79	-93.57	78.69	3.03	2.05	0.00	101.41	29.02	-61.19	98.22	9.61	7.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.38	28.40	-9.72	86.84	0.49	8.92	0.00	-49.05	86.92	-40.19	131.57	47.76	7.33	0.00	-30.65	-45.94	-41.02	45.69	-64.70	5.22	0.00	25.82	22.20	-52.44	88.32	17.88	10.63	0.00	42.19	24.69	-64.18	113.93	13.13	8.61	0.00	56.85	25.72	-77.98	72.93	22.72	1.72	0.00	79.57	27.68	-84.63	-87.30	-1.99	1.93	0.00	87.55	28.85	-93.60	78.89	3.13	1.33	0.00	101.50	29.07	-61.04	98.56	9.76	6.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.38	28.39	-9.71	86.85	0.48	7.52	0.00	-49.06	86.92	-40.19	131.57	47.76	6.22	0.00	-30.65	-45.95	-41.02	45.70	-64.70	6.39	0.00	25.53	22.15	-52.41	88.26	17.97	9.93	0.00	42.01	24.63	-64.26	114.04	13.38	8.30	0.00	56.60	25.72	-78.06	72.88	22.68	2.10	0.00	79.59	27.65	-84.65	-87.24	-1.90	0.90	0.00	87.54	28.90	-93.62	79.08	3.19	1.62	0.00	101.58	29.13	-60.88	98.88	9.89	7.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.39	28.39	-9.70	86.86	0.46	8.34	0.00	-49.06	86.92	-40.19	131.57	47.76	6.91	0.00	-30.65	-45.95	-41.02	45.71	-64.71	6.00	0.00	25.35	22.07	-52.33	88.23	18.06	9.67	0.00	41.89	24.58	-64.33	114.13	13.62	8.63	0.00	56.39	25.73	-78.12	72.85	22.60	2.70	0.00	79.57	27.66	-84.72	-87.19	-1.86	1.69	0.00	87.50	28.94	-93.65	79.24	3.22	2.28	0.00	101.68	29.18	-60.78	99.19	9.98	7.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.41	28.39	-9.70	86.88	0.45	8.58	0.00	-49.07	86.93	-40.19	131.58	47.76	6.92	0.00	-30.64	-45.95	-41.02	45.73	-64.71	5.36	0.00	25.23	21.96	-52.23	88.20	18.18	10.19	0.00	41.80	24.52	-64.36	114.18	13.88	8.38	0.00	56.25	25.75	-78.17	72.86	22.54	2.10	0.00	79.49	27.71	-84.80	-87.17	-1.86	2.44	0.00	87.44	28.97	-93.72	79.34	3.26	2.16	0.00	101.77	29.21	-60.69	99.48	10.04	8.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.42	28.38	-9.69	86.89	0.43	7.01	0.00	-49.07	86.93	-40.19	131.58	47.76	6.03	0.00	-30.64	-45.95	-41.02	45.74	-64.71	5.93	0.00	25.10	21.87	-52.16	88.16	18.36	10.68	0.00	41.74	24.45	-64.37	114.23	14.15	8.36	0.00	56.14	25.77	-78.23	72.89	22.55	1.80	0.00	79.40	27.73	-84.85	-87.15	-1.87	2.59	0.00	87.40	29.00	-93.79	79.40	3.32	1.98	0.00	101.85	29.20	-60.57	99.73	10.09	8.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.43	28.38	-9.68	86.91	0.41	7.77	0.00	-49.08	86.94	-40.19	131.58	47.77	6.25	0.00	-30.64	-45.95	-41.02	45.75	-64.71	5.52	0.00	24.94	21.81	-52.12	88.16	18.57	10.73	0.00	41.69	24.42	-64.42	114.29	14.46	7.84	0.00	56.04	25.81	-78.30	72.93	22.61	2.48	0.00	79.33	27.71	-84.89	-87.14	-1.86	2.61	0.00	87.42	29.03	-93.84	79.42	3.37	1.56	0.00	101.94	29.20	-60.43	99.93	10.13	7.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.44	28.37	-9.67	86.92	0.39	7.25	0.00	-49.08	86.94	-40.19	131.59	47.77	6.83	0.00	-30.64	-45.95	-41.02	45.77	-64.71	5.68	0.00	24.85	21.74	-52.06	88.21	18.76	10.54	0.00	41.62	24.43	-64.49	114.35	14.81	8.02	0.00	55.96	25.88	-78.35	72.97	22.71	2.33	0.00	79.28	27.68	-84.95	-87.12	-1.84	2.07	0.00	87.46	29.05	-93.88	79.41	3.36	1.71	0.00	102.05	29.21	-60.34	100.05	10.17	8.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.45	28.37	-9.66	86.94	0.37	7.43	0.00	-49.08	86.94	-40.19	131.59	47.77	6.24	0.00	-30.64	-45.95	-41.02	45.78	-64.71	6.17	0.00	24.84	21.65	-51.97	88.30	18.92	10.16	0.00	41.53	24.47	-64.53	114.37	15.20	7.93	0.00	55.91	25.96	-78.38	73.01	22.80	1.95	0.00	79.24	27.70	-85.04	-87.09	-1.83	2.14	0.00	87.44	29.06	-93.92	79.39	3.31	1.57	0.00	102.17	29.24	-60.37	100.12	10.24	7.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.46	28.37	-9.65	86.96	0.35	7.95	0.00	-49.08	86.95	-40.19	131.60	47.77	6.82	0.00	-30.64	-45.95	-41.02	45.79	-64.71	6.25	0.00	24.81	21.58	-51.88	88.40	19.11	10.36	0.00	41.45	24.46	-64.48	114.31	15.56	7.43	0.00	55.87	26.01	-78.38	73.07	22.89	2.40	0.00	79.20	27.76	-85.13	-87.07	-1.83	1.63	0.00	87.38	29.07	-93.97	79.36	3.26	1.25	0.00	102.24	29.25	-60.42	100.18	10.31	7.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.47	28.37	-9.64	86.98	0.33	7.91	0.00	-49.08	86.95	-40.19	131.60	47.77	6.53	0.00	-30.64	-45.95	-41.02	45.80	-64.71	5.49	0.00	24.70	21.55	-51.82	88.48	19.35	10.00	0.00	41.41	24.41	-64.40	114.17	15.87	7.46	0.00	55.78	26.03	-78.40	73.11	23.03	2.81	0.00	79.19	27.81	-85.19	-87.05	-1.81	1.65	0.00	87.36	29.08	-94.01	79.33	3.23	1.69	0.00	102.23	29.24	-60.38	100.27	10.37	7.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.47	28.37	-9.63	87.00	0.32	7.80	0.00	-49.07	86.95	-40.19	131.61	47.77	7.16	0.00	-30.64	-45.95	-41.02	45.80	-64.71	5.34	0.00	24.55	21.55	-51.79	88.55	19.61	9.75	0.00	41.39	24.35	-64.34	114.01	16.13	7.91	0.00	55.66	26.05	-78.44	73.13	23.23	2.29	0.00	79.20	27.82	-85.23	-87.03	-1.78	2.55	0.00	87.41	29.08	-94.00	79.31	3.23	2.27	0.00	102.15	29.22	-60.23	100.41	10.37	8.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.48	28.37	-9.63	87.02	0.30	7.87	0.00	-49.06	86.94	-40.19	131.62	47.77	5.89	0.00	-30.64	-45.95	-41.02	45.81	-64.71	6.13	0.00	24.46	21.52	-51.76	88.62	19.83	10.00	0.00	41.37	24.32	-64.33	113.85	16.38	7.59	0.00	55.54	26.10	-78.48	73.13	23.43	2.71	0.00	79.20	27.81	-85.28	-87.02	-1.75	1.83	0.00	87.44	29.07	-94.00	79.29	3.27	2.03	0.00	102.07	29.18	-60.06	100.58	10.34	8.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.48	28.37	-9.62	87.04	0.29	8.30	0.00	-49.05	86.94	-40.19	131.63	47.77	7.26	0.00	-30.64	-45.95	-41.03	45.80	-64.70	6.17	0.00	24.44	21.46	-51.73	88.69	20.01	9.75	0.00	41.34	24.30	-64.34	113.68	16.65	7.51	0.00	55.47	26.14	-78.51	73.13	23.52	2.06	0.00	79.17	27.81	-85.33	-87.01	-1.74	2.43	0.00	87.36	29.09	-94.05	79.27	3.33	1.53	0.00	102.06	29.17	-59.98	100.72	10.31	8.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.49	28.37	-9.62	87.06	0.27	8.95	0.00	-49.04	86.94	-40.18	131.64	47.76	6.69	0.00	-30.65	-45.95	-41.03	45.80	-64.70	5.14	0.00	24.43	21.40	-51.69	88.74	20.19	9.91	0.00	41.30	24.28	-64.34	113.50	16.93	7.03	0.00	55.42	26.16	-78.52	73.16	23.45	2.66	0.00	79.10	27.80	-85.36	-87.00	-1.73	2.30	0.00	87.20	29.12	-94.14	79.30	3.40	2.04	0.00	102.16	29.18	-59.99	100.81	10.31	7.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.49	28.37	-9.61	87.08	0.27	7.72	0.00	-49.03	86.94	-40.18	131.65	47.76	6.78	0.00	-30.65	-45.95	-41.03	45.79	-64.70	5.57	0.00	24.39	21.35	-51.64	88.76	20.41	10.90	0.00	41.24	24.25	-64.34	113.32	17.18	8.06	0.00	55.40	26.14	-78.53	73.23	23.27	1.67	0.00	79.01	27.78	-85.38	-86.99	-1.70	3.32	0.00	87.12	29.16	-94.18	79.36	3.46	1.61	0.00	102.32	29.21	-60.04	100.87	10.35	8.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.37	-9.61	87.10	0.26	7.48	0.00	-49.02	86.94	-40.18	131.66	47.75	6.60	0.00	-30.66	-45.95	-41.03	45.78	-64.69	4.23	0.00	24.34	21.30	-51.60	88.77	20.65	10.53	0.00	41.15	24.22	-64.37	113.12	17.40	7.31	0.00	55.40	26.14	-78.54	73.31	23.08	1.90	0.00	78.93	27.74	-85.40	-86.98	-1.67	2.44	0.00	87.15	29.17	-94.15	79.43	3.50	0.94	0.00	102.43	29.24	-60.07	100.91	10.40	7.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.37	-9.61	87.11	0.25	7.14	0.00	-49.02	86.94	-40.18	131.67	47.75	7.36	0.00	-30.66	-45.95	-41.03	45.77	-64.69	5.49	0.00	24.31	21.26	-51.61	88.77	20.88	9.75	0.00	41.07	24.17	-64.41	112.91	17.57	7.25	0.00	55.41	26.15	-78.55	73.38	22.97	1.05	0.00	78.87	27.72	-85.45	-86.97	-1.65	1.85	0.00	87.22	29.15	-94.11	79.47	3.55	1.32	0.00	102.45	29.25	-60.03	100.92	10.42	7.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.51	28.38	-9.61	87.12	0.25	7.53	0.00	-49.01	86.94	-40.18	131.69	47.74	7.06	0.00	-30.67	-45.95	-41.03	45.75	-64.68	5.19	0.00	24.29	21.25	-51.69	88.75	21.12	10.36	0.00	41.03	24.10	-64.47	112.67	17.71	7.59	0.00	55.37	26.13	-78.56	73.41	22.96	1.98	0.00	78.84	27.73	-85.51	-86.96	-1.65	2.50	0.00	87.22	29.14	-94.10	79.44	3.60	2.07	0.00	102.41	29.23	-59.93	100.89	10.39	8.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.51	28.38	-9.60	87.13	0.25	7.42	0.00	-49.00	86.94	-40.17	131.70	47.73	7.39	0.00	-30.68	-45.95	-41.03	45.74	-64.68	5.23	0.00	24.28	21.27	-51.79	88.71	21.36	10.22	0.00	41.04	24.01	-64.55	112.40	17.85	7.81	0.00	55.28	26.09	-78.59	73.45	23.05	2.56	0.00	78.85	27.74	-85.55	-86.96	-1.64	2.47	0.00	87.17	29.11	-94.11	79.36	3.66	2.50	0.00	102.37	29.20	-59.81	100.84	10.32	9.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.38	-9.61	87.14	0.25	7.18	0.00	-49.00	86.94	-40.17	131.72	47.73	6.29	0.00	-30.68	-45.95	-41.04	45.72	-64.67	5.81	0.00	24.30	21.25	-51.82	88.63	21.59	10.55	0.00	41.05	23.94	-64.66	112.10	18.00	7.34	0.00	55.21	26.06	-78.63	73.53	23.21	2.62	0.00	78.89	27.71	-85.54	-86.97	-1.63	1.93	0.00	87.17	29.05	-94.06	79.25	3.69	1.06	0.00	102.36	29.16	-59.72	100.81	10.22	8.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.38	-9.61	87.15	0.25	7.82	0.00	-49.00	86.95	-40.17	131.73	47.73	6.72	0.00	-30.68	-45.95	-41.04	45.71	-64.67	4.86	0.00	24.36	21.17	-51.80	88.54	21.78	11.42	0.00	41.00	23.91	-64.81	111.76	18.20	7.51	0.00	55.24	26.08	-78.67	73.69	23.46	1.50	0.00	78.92	27.65	-85.50	-86.99	-1.61	2.80	0.00	87.24	28.95	-93.93	79.12	3.70	1.72	0.00	102.35	29.14	-59.65	100.83	10.11	9.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.37	-9.61	87.15	0.25	8.46	0.00	-48.99	86.96	-40.16	131.75	47.72	6.54	0.00	-30.68	-45.96	-41.04	45.69	-64.66	5.09	0.00	24.48	21.08	-51.79	88.42	21.95	11.01	0.00	40.90	23.89	-64.95	111.39	18.42	6.98	0.00	55.36	26.12	-78.68	73.91	23.79	2.33	0.00	78.93	27.61	-85.46	-87.01	-1.61	2.21	0.00	87.32	28.84	-93.80	79.00	3.71	1.82	0.00	102.29	29.12	-59.58	100.89	9.98	7.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.37	-9.61	87.16	0.24	8.11	0.00	-48.99	86.96	-40.16	131.76	47.72	6.86	0.00	-30.68	-45.96	-41.04	45.68	-64.66	6.09	0.00	24.61	21.04	-51.85	88.27	22.13	8.65	0.00	40.82	23.86	-65.06	111.00	18.60	6.77	0.00	55.49	26.12	-78.67	74.17	24.18	1.81	0.00	78.93	27.60	-85.46	-87.03	-1.64	2.31	0.00	87.33	28.78	-93.75	78.87	3.74	2.08	0.00	102.19	29.09	-59.46	100.99	9.85	8.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.37	-9.61	87.16	0.24	8.07	0.00	-48.99	86.97	-40.16	131.77	47.72	6.95	0.00	-30.68	-45.96	-41.04	45.67	-64.66	4.74	0.00	24.77	21.04	-51.96	88.11	22.34	9.99	0.00	40.81	23.79	-65.18	110.62	18.73	7.21	0.00	55.57	26.09	-78.66	74.41	24.55	2.42	0.00	78.92	27.61	-85.47	-87.05	-1.67	2.97	0.00	87.31	28.77	-93.75	78.74	3.77	1.51	0.00	102.09	29.06	-59.33	101.13	9.70	7.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.36	-9.61	87.17	0.24	7.29	0.00	-48.99	86.98	-40.16	131.79	47.72	6.96	0.00	-30.68	-45.96	-41.04	45.66	-64.65	5.50	0.00	24.95	21.06	-52.09	87.92	22.58	9.96	0.00	40.84	23.72	-65.36	110.29	18.80	6.20	0.00	55.65	26.09	-78.68	74.65	24.86	2.44	0.00	78.90	27.59	-85.47	-87.07	-1.67	3.49	0.00	87.33	28.77	-93.74	78.59	3.76	1.97	0.00	102.04	29.03	-59.25	101.29	9.55	8.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.36	-9.61	87.17	0.23	7.84	0.00	-48.99	86.99	-40.15	131.80	47.72	6.05	0.00	-30.67	-45.97	-41.04	45.66	-64.65	5.33	0.00	25.14	21.06	-52.26	87.70	22.85	10.14	0.00	40.88	23.69	-65.62	110.04	18.83	7.63	0.00	55.78	26.11	-78.72	74.92	25.15	2.08	0.00	78.88	27.55	-85.45	-87.09	-1.66	1.98	0.00	87.37	28.73	-93.70	78.40	3.71	1.29	0.00	102.03	29.00	-59.24	101.46	9.40	8.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.51	28.35	-9.61	87.18	0.23	7.60	0.00	-48.99	87.00	-40.15	131.81	47.72	7.05	0.00	-30.66	-45.97	-41.04	45.65	-64.65	4.73	0.00	25.33	21.09	-52.50	87.45	23.11	9.94	0.00	40.92	23.70	-65.94	109.84	18.81	6.83	0.00	55.96	26.12	-78.72	75.26	25.46	2.53	0.00	78.91	27.51	-85.42	-87.10	-1.67	1.49	0.00	87.36	28.67	-93.66	78.18	3.66	1.18	0.00	102.03	28.97	-59.20	101.60	9.24	8.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.51	28.35	-9.61	87.19	0.22	8.14	0.00	-48.98	87.01	-40.15	131.82	47.72	6.38	0.00	-30.66	-45.97	-41.04	45.65	-64.65	4.86	0.00	25.54	21.16	-52.80	87.19	23.35	8.81	0.00	40.97	23.72	-66.27	109.70	18.73	6.86	0.00	56.14	26.10	-78.69	75.68	25.83	2.06	0.00	78.97	27.49	-85.41	-87.11	-1.69	3.21	0.00	87.34	28.58	-93.63	77.93	3.65	2.40	0.00	101.97	28.94	-59.10	101.70	9.08	7.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.34	-9.61	87.21	0.20	8.06	0.00	-48.98	87.02	-40.15	131.83	47.73	6.61	0.00	-30.65	-45.97	-41.04	45.66	-64.65	5.44	0.00	25.79	21.21	-53.12	86.91	23.57	9.49	0.00	41.03	23.71	-66.60	109.63	18.59	6.36	0.00	56.26	26.08	-78.67	76.17	26.20	2.49	0.00	79.04	27.50	-85.44	-87.09	-1.70	1.86	0.00	87.39	28.51	-93.57	77.68	3.66	1.97	0.00	101.87	28.90	-58.97	101.80	8.91	7.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.34	-9.60	87.23	0.19	7.30	0.00	-48.97	87.03	-40.15	131.83	47.73	6.02	0.00	-30.64	-45.97	-41.04	45.66	-64.65	5.25	0.00	26.09	21.23	-53.39	86.61	23.76	9.62	0.00	41.09	23.70	-66.93	109.61	18.43	7.54	0.00	56.32	26.09	-78.68	76.67	26.52	1.86	0.00	79.05	27.51	-85.47	-87.08	-1.70	1.84	0.00	87.56	28.45	-93.49	77.46	3.67	2.16	0.00	101.74	28.87	-58.88	101.94	8.74	8.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.34	-9.60	87.25	0.17	8.26	0.00	-48.97	87.03	-40.15	131.84	47.74	7.13	0.00	-30.64	-45.97	-41.04	45.67	-64.65	5.66	0.00	26.36	21.23	-53.64	86.29	23.93	9.62	0.00	41.14	23.71	-67.26	109.62	18.27	7.43	0.00	56.39	26.14	-78.71	77.16	26.82	1.99	0.00	79.01	27.50	-85.48	-87.08	-1.72	2.50	0.00	87.71	28.41	-93.42	77.25	3.66	1.41	0.00	101.63	28.86	-58.81	102.14	8.53	8.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.50	28.33	-9.59	87.27	0.14	7.96	0.00	-48.96	87.03	-40.15	131.84	47.74	7.27	0.00	-30.64	-45.97	-41.04	45.68	-64.66	5.33	0.00	26.56	21.25	-53.92	85.97	24.13	9.76	0.00	41.15	23.75	-67.55	109.63	18.10	7.72	0.00	56.47	26.18	-78.72	77.64	27.16	1.58	0.00	78.97	27.49	-85.45	-87.10	-1.76	2.54	0.00	87.70	28.37	-93.41	77.08	3.66	1.61	0.00	101.52	28.86	-58.68	102.37	8.26	7.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.51	28.33	-9.57	87.29	0.11	7.70	0.00	-48.96	87.03	-40.15	131.85	47.75	6.97	0.00	-30.63	-45.97	-41.04	45.68	-64.66	6.04	0.00	26.69	21.30	-54.23	85.67	24.37	8.63	0.00	41.11	23.78	-67.77	109.63	17.93	7.69	0.00	56.58	26.21	-78.73	78.12	27.57	1.78	0.00	79.00	27.48	-85.42	-87.11	-1.79	1.81	0.00	87.59	28.32	-93.42	76.94	3.69	1.84	0.00	101.38	28.86	-58.45	102.58	7.95	8.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.52	28.34	-9.56	87.32	0.08	8.41	0.00	-48.95	87.03	-40.15	131.85	47.75	6.15	0.00	-30.64	-45.97	-41.04	45.69	-64.66	5.09	0.00	26.83	21.32	-54.54	85.36	24.64	9.54	0.00	41.03	23.77	-67.96	109.60	17.75	7.34	0.00	56.67	26.23	-78.73	78.61	28.02	0.95	0.00	79.09	27.50	-85.41	-87.11	-1.78	2.34	0.00	87.53	28.26	-93.40	76.83	3.74	1.45	0.00	101.20	28.85	-58.23	102.78	7.66	7.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.54	28.34	-9.54	87.35	0.05	8.44	0.00	-48.95	87.03	-40.15	131.85	47.76	6.90	0.00	-30.64	-45.97	-41.04	45.70	-64.67	4.16	0.00	27.01	21.31	-54.80	85.01	24.90	9.01	0.00	40.95	23.74	-68.18	109.50	17.55	8.30	0.00	56.75	26.25	-78.72	79.11	28.47	1.50	0.00	79.16	27.53	-85.44	-87.09	-1.76	2.17	0.00	87.62	28.22	-93.33	76.73	3.80	1.69	0.00	101.04	28.85	-58.11	102.99	7.42	8.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
80.55	28.34	-9.52	87.37	0.02	7.55	0.00	-48.95	87.02	-40.16	131.85	47.76	6.12	0.00	-30.65	-45.96	-41.04	45.71	-64.68	6.44	0.00	27.22	21.32	-55.03	84.59	25.14	9.37	0.00	40.91	23.72	-68.44	109.31	17.34	7.08	0.00	56.82	26.24	-78.72	79.57	28.90	2.64	0.00	79.16	27.55	-85.48	-87.09	-1.77	2.96	0.00	87.76	28.21	-93.27	76.61	3.85	2.06	0.00	100.95	28.86	-58.06	103.22	7.22	7.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
